customer_id,gender,age,has_partner,has_dependents,tenure_months,contract_type,internet_service,phone_service,online_security,online_backup,streaming_tv,payment_method,monthly_charges,total_charges,num_support_tickets,churn
CUST-00746,Male,20,Yes,No,3,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Bank transfer,105.7,328.53,5,Yes
CUST-00747,Male,21,Yes,Yes,2,Month-to-month,DSL,Yes,No,No,No,Credit card,72.61,146.49,3,Yes
CUST-00748,Female,53,Yes,Yes,3,Month-to-month,DSL,Yes,No,Yes,No,Electronic check,72.66,217.67,3,Yes
CUST-00749,Male,32,No,No,4,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Mailed check,134.88,520.65,6,Yes
CUST-00750,Male,32,No,No,69,Two year,None,Yes,No,No,No,Electronic check,40.67,2802.05,1,No
CUST-00751,Male,52,Yes,No,43,Month-to-month,DSL,Yes,No,Yes,No,Electronic check,75.22,3410.4,2,Yes
CUST-00752,Female,32,Yes,No,2,Month-to-month,DSL,No,No,No,No,Credit card,49.91,108.27,0,No
CUST-00753,Male,41,Yes,Yes,39,One year,None,Yes,No,No,No,Electronic check,39.01,1652.56,1,No
CUST-00754,Female,22,No,No,6,Month-to-month,Fiber optic,Yes,No,No,No,Electronic check,87.82,585.75,4,Yes
CUST-00755,Female,31,Yes,Yes,21,One year,DSL,Yes,No,Yes,No,Electronic check,77.67,1603.7,2,No
CUST-00756,Female,57,Yes,No,5,Month-to-month,None,Yes,No,No,No,Credit card,46.52,205.36,1,No
CUST-00757,Male,49,No,No,1,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Mailed check,112.26,112.26,5,Yes
CUST-00758,Female,56,Yes,No,31,One year,Fiber optic,Yes,No,No,No,Electronic check,90.36,2763.92,2,No
CUST-00759,Male,50,No,Yes,22,Month-to-month,Fiber optic,No,No,Yes,Yes,Bank transfer,91.77,2141.84,5,Yes
CUST-00760,Male,36,No,No,43,Two year,DSL,Yes,Yes,Yes,Yes,Credit card,105.74,4347.19,2,No
CUST-00761,Female,30,No,No,4,Month-to-month,Fiber optic,Yes,No,Yes,No,Electronic check,108.11,426.87,2,Yes
CUST-00762,Male,66,No,No,23,Two year,None,Yes,No,No,No,Credit card,36.64,814.23,1,No
CUST-00763,Female,55,Yes,No,62,One year,DSL,Yes,Yes,No,No,Bank transfer,73.44,4548.28,1,No
CUST-00764,Male,34,No,Yes,2,Month-to-month,DSL,Yes,Yes,Yes,Yes,Electronic check,83.81,157.76,2,No
CUST-00765,Male,68,Yes,No,33,Month-to-month,Fiber optic,Yes,No,No,No,Electronic check,92.89,2865.46,1,No
CUST-00766,Male,63,Yes,No,62,One year,Fiber optic,Yes,No,Yes,Yes,Bank transfer,105.21,6838.12,2,No
CUST-00767,Female,44,No,No,34,Two year,DSL,Yes,No,No,Yes,Electronic check,89.53,2835.88,1,No
CUST-00768,Male,47,Yes,No,1,Month-to-month,None,Yes,No,No,No,Credit card,34.63,37.15,3,Yes
CUST-00769,Male,25,No,No,21,One year,None,Yes,No,No,No,Bank transfer,36.66,752.07,2,No
CUST-00770,Male,35,Yes,No,16,One year,Fiber optic,Yes,No,No,No,Electronic check,104.15,1721.49,3,Yes
CUST-00771,Female,52,No,No,52,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Mailed check,107.73,5498.74,5,No
CUST-00772,Male,23,No,Yes,1,One year,DSL,Yes,No,No,Yes,Electronic check,85.69,85.69,4,No
CUST-00773,Female,25,Yes,No,24,One year,Fiber optic,No,Yes,No,No,Bank transfer,86.66,1966.9,7,No
CUST-00774,Male,49,Yes,No,43,Two year,None,No,No,No,No,Electronic check,18.0,775.53,5,No
CUST-00775,Male,45,Yes,No,13,Month-to-month,None,Yes,No,No,No,Electronic check,34.75,437.18,1,Yes
CUST-00776,Female,58,Yes,No,36,One year,DSL,Yes,No,Yes,Yes,Electronic check,72.56,2799.87,5,No
CUST-00777,Female,44,Yes,No,26,One year,Fiber optic,Yes,Yes,No,No,Credit card,91.12,2358.85,1,No
CUST-00778,Female,36,Yes,Yes,4,Month-to-month,Fiber optic,Yes,No,No,No,Credit card,106.18,463.67,3,Yes
CUST-00779,Male,63,Yes,No,68,Two year,None,Yes,No,No,No,Electronic check,43.81,2976.32,3,No
CUST-00780,Female,41,Yes,No,10,Month-to-month,Fiber optic,Yes,Yes,No,No,Electronic check,93.14,973.63,2,No
CUST-00781,Male,51,No,No,3,Month-to-month,None,Yes,No,No,No,Electronic check,39.07,125.79,1,No
CUST-00782,Female,33,No,No,45,Two year,DSL,Yes,Yes,Yes,No,Electronic check,88.63,4449.95,2,No
CUST-00783,Female,24,No,No,5,Month-to-month,DSL,Yes,Yes,No,No,Credit card,88.07,445.83,1,No
CUST-00784,Male,31,No,No,54,Month-to-month,DSL,Yes,Yes,No,No,Credit card,80.45,4223.14,0,No
CUST-00785,Female,18,No,Yes,10,Month-to-month,Fiber optic,Yes,No,No,Yes,Credit card,100.53,918.12,5,Yes
CUST-00786,Male,40,Yes,No,2,Month-to-month,DSL,Yes,No,No,Yes,Electronic check,86.96,171.48,1,No
CUST-00787,Male,45,No,No,29,Month-to-month,Fiber optic,Yes,No,No,Yes,Electronic check,100.28,2944.35,0,Yes
CUST-00788,Female,52,No,Yes,22,Month-to-month,Fiber optic,Yes,No,Yes,No,Credit card,97.69,2152.04,6,Yes
CUST-00789,Female,39,Yes,No,62,Two year,Fiber optic,Yes,Yes,No,No,Bank transfer,132.62,8419.06,3,No
CUST-00790,Female,36,No,Yes,61,Two year,Fiber optic,Yes,No,Yes,Yes,Bank transfer,119.25,6484.0,3,No
CUST-00791,Male,45,Yes,No,9,Month-to-month,DSL,Yes,No,No,Yes,Electronic check,84.44,810.27,1,Yes
CUST-00792,Female,28,No,No,30,Two year,None,Yes,No,No,No,Electronic check,35.1,1047.86,0,No
CUST-00793,Female,22,No,No,9,Month-to-month,None,Yes,No,No,No,Credit card,42.77,387.79,3,Yes
CUST-00794,Male,37,Yes,Yes,42,Two year,None,Yes,No,No,No,Credit card,47.45,2005.32,4,No
CUST-00795,Male,40,No,No,10,Month-to-month,Fiber optic,Yes,No,Yes,No,Electronic check,109.67,1127.91,2,Yes
CUST-00796,Female,29,No,No,47,One year,DSL,Yes,Yes,No,No,Credit card,86.27,3755.03,3,No
CUST-00797,Female,48,Yes,No,10,Month-to-month,Fiber optic,No,Yes,No,No,Electronic check,82.18,838.01,2,No
CUST-00798,Male,53,Yes,No,25,One year,Fiber optic,Yes,Yes,No,Yes,Electronic check,129.83,3176.29,2,No
CUST-00799,Male,35,No,Yes,30,One year,DSL,Yes,No,No,Yes,Electronic check,92.27,2711.25,6,Yes
CUST-00800,Male,36,No,Yes,5,Month-to-month,None,Yes,No,No,No,Bank transfer,35.69,185.31,2,No
CUST-00801,Female,45,Yes,No,29,Two year,Fiber optic,Yes,Yes,No,No,Electronic check,106.07,3123.55,3,No
CUST-00802,Male,61,No,No,15,Month-to-month,None,Yes,No,No,No,Bank transfer,39.16,605.27,2,Yes
CUST-00803,Male,55,Yes,No,55,Two year,None,Yes,No,No,No,Credit card,40.36,2256.57,1,No
CUST-00804,Female,49,Yes,No,8,Month-to-month,DSL,Yes,Yes,No,Yes,Electronic check,107.44,926.05,3,Yes
CUST-00805,Male,35,Yes,No,7,Month-to-month,DSL,Yes,Yes,Yes,No,Bank transfer,85.56,615.26,2,No
CUST-00806,Female,28,Yes,Yes,21,One year,DSL,Yes,No,No,No,Credit card,82.13,1671.12,3,No
CUST-00807,Female,62,Yes,No,56,One year,None,Yes,No,No,No,Electronic check,37.28,2103.07,4,No
CUST-00808,Male,57,No,Yes,61,One year,Fiber optic,Yes,No,Yes,No,Bank transfer,100.8,5840.34,2,No
CUST-00809,Male,40,Yes,No,54,One year,Fiber optic,Yes,Yes,No,No,Electronic check,100.8,5624.57,2,No
CUST-00810,Female,26,Yes,No,3,Month-to-month,Fiber optic,Yes,No,No,No,Bank transfer,96.28,293.17,4,Yes
CUST-00811,Male,20,No,No,31,One year,Fiber optic,Yes,Yes,No,No,Mailed check,105.5,3381.91,4,No
CUST-00812,Female,42,Yes,No,72,Month-to-month,Fiber optic,Yes,No,Yes,No,Electronic check,96.24,7314.42,7,Yes
CUST-00813,Male,45,No,No,31,Two year,Fiber optic,Yes,No,No,Yes,Mailed check,117.54,3714.12,1,No
CUST-00814,Female,40,No,No,59,One year,None,No,No,No,No,Bank transfer,18.91,1036.78,2,No
CUST-00815,Female,28,No,Yes,48,Two year,DSL,Yes,No,Yes,No,Mailed check,82.16,4216.1,2,No
CUST-00816,Female,73,Yes,No,32,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Credit card,118.22,3351.16,5,No
CUST-00817,Male,41,No,No,21,Month-to-month,Fiber optic,Yes,No,Yes,No,Credit card,100.23,2267.65,3,Yes
CUST-00818,Female,27,Yes,Yes,1,Month-to-month,Fiber optic,Yes,No,Yes,No,Electronic check,110.63,113.7,2,Yes
CUST-00819,Female,25,Yes,No,34,One year,None,Yes,No,No,No,Bank transfer,44.41,1498.78,2,No
CUST-00820,Female,29,Yes,No,6,Month-to-month,DSL,Yes,Yes,No,Yes,Electronic check,101.91,616.9,1,Yes
CUST-00821,Female,18,Yes,No,5,Month-to-month,None,Yes,No,No,No,Mailed check,47.95,235.84,1,Yes
CUST-00822,Female,34,No,Yes,18,Month-to-month,DSL,Yes,Yes,Yes,No,Mailed check,79.7,1368.22,5,No
CUST-00823,Male,34,No,No,24,Month-to-month,DSL,Yes,No,No,No,Credit card,68.58,1738.81,1,No
CUST-00824,Male,31,Yes,Yes,27,One year,Fiber optic,Yes,Yes,No,No,Electronic check,110.03,3001.62,0,No
CUST-00825,Male,18,No,Yes,1,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Bank transfer,126.13,126.13,4,Yes
CUST-00826,Female,25,No,No,48,Two year,None,Yes,No,No,No,Electronic check,40.31,2020.91,1,No
CUST-00827,Female,34,Yes,Yes,36,Two year,DSL,Yes,No,No,No,Electronic check,54.17,2079.98,2,No
CUST-00828,Female,18,No,No,72,Month-to-month,DSL,Yes,No,Yes,Yes,Credit card,83.3,6239.41,1,No
CUST-00829,Male,35,Yes,No,33,Two year,None,Yes,No,No,No,Electronic check,45.66,1670.45,3,No
CUST-00830,Male,44,Yes,Yes,16,Month-to-month,Fiber optic,Yes,No,No,No,Credit card,98.11,1561.8,9,No
CUST-00831,Female,56,Yes,No,32,Month-to-month,Fiber optic,Yes,No,No,Yes,Bank transfer,95.59,2930.81,2,No
CUST-00832,Female,18,Yes,No,4,Month-to-month,None,Yes,No,No,No,Credit card,39.03,158.83,2,No
CUST-00833,Male,62,Yes,No,7,Month-to-month,None,Yes,No,No,No,Bank transfer,34.39,224.34,1,No
CUST-00834,Female,26,No,No,14,Month-to-month,Fiber optic,Yes,Yes,No,No,Mailed check,119.12,1617.49,4,Yes
CUST-00835,Female,58,Yes,No,11,Month-to-month,None,Yes,No,No,No,Credit card,36.23,374.99,2,No
CUST-00836,Male,69,Yes,Yes,57,Two year,Fiber optic,Yes,No,No,Yes,Credit card,112.16,6680.4,4,No
CUST-00837,Male,35,No,No,30,One year,None,Yes,No,No,No,Bank transfer,33.98,975.03,0,No
CUST-00838,Female,40,No,No,9,Month-to-month,DSL,Yes,Yes,No,Yes,Credit card,92.98,866.43,1,No
CUST-00839,Female,36,No,Yes,53,Two year,Fiber optic,Yes,No,No,No,Bank transfer,101.69,5851.75,2,No
CUST-00840,Male,18,No,Yes,38,Two year,DSL,Yes,No,No,Yes,Credit card,71.69,2749.09,2,No
CUST-00841,Female,43,No,No,59,Two year,DSL,Yes,No,No,Yes,Mailed check,72.67,3947.66,2,No
CUST-00842,Male,59,No,No,7,Month-to-month,DSL,Yes,Yes,No,No,Bank transfer,87.71,602.38,0,Yes
CUST-00843,Male,63,No,Yes,16,Month-to-month,None,Yes,No,No,No,Credit card,41.32,611.15,2,No
CUST-00844,Male,40,Yes,Yes,11,Month-to-month,DSL,Yes,No,No,No,Bank transfer,82.29,918.19,3,No
CUST-00845,Male,39,Yes,Yes,2,Month-to-month,DSL,No,No,Yes,No,Bank transfer,70.15,139.32,4,Yes
CUST-00846,Male,35,Yes,No,48,Two year,None,Yes,No,No,No,Mailed check,40.24,2018.09,2,No
CUST-00847,Female,42,No,No,33,One year,Fiber optic,Yes,No,No,No,Electronic check,88.89,2929.66,2,No
CUST-00848,Male,40,Yes,No,1,Month-to-month,DSL,Yes,No,No,Yes,Electronic check,76.98,76.98,4,Yes
CUST-00849,Female,54,Yes,No,72,Month-to-month,DSL,Yes,No,No,No,Bank transfer,56.77,3630.54,2,No
CUST-00850,Male,40,Yes,No,72,Two year,None,Yes,No,No,No,Bank transfer,41.66,2994.93,2,No
CUST-00851,Female,40,No,Yes,18,One year,Fiber optic,Yes,No,No,No,Credit card,88.7,1474.1,2,No
CUST-00852,Male,48,Yes,No,2,Month-to-month,DSL,Yes,No,No,No,Electronic check,69.68,135.48,2,Yes
CUST-00853,Male,47,Yes,No,5,Month-to-month,None,Yes,No,No,No,Electronic check,35.37,179.59,3,No
CUST-00854,Female,49,Yes,Yes,65,One year,None,Yes,No,No,No,Credit card,32.37,2100.1,0,No
CUST-00855,Male,55,Yes,No,11,Month-to-month,None,Yes,No,No,No,Electronic check,39.73,446.48,1,No
CUST-00856,Female,64,Yes,No,1,Month-to-month,None,Yes,No,No,No,Mailed check,39.88,39.88,2,No
CUST-00857,Female,25,Yes,No,12,One year,Fiber optic,Yes,No,Yes,Yes,Bank transfer,126.8,1611.03,2,Yes
CUST-00858,Male,64,Yes,No,50,Two year,None,Yes,No,No,No,Electronic check,38.72,1877.19,1,No
CUST-00859,Male,74,No,No,26,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Electronic check,107.44,2886.02,3,No
CUST-00860,Male,46,Yes,No,57,Month-to-month,None,Yes,No,No,No,Electronic check,38.35,2226.75,1,No
CUST-00861,Male,55,No,No,21,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Bank transfer,100.59,2022.8,5,Yes
CUST-00862,Male,63,No,No,32,One year,Fiber optic,Yes,Yes,Yes,No,Electronic check,108.42,3285.17,7,No
CUST-00863,Male,42,Yes,Yes,5,Month-to-month,DSL,Yes,No,No,Yes,Bank transfer,85.81,425.09,3,Yes
CUST-00864,Female,39,Yes,Yes,48,One year,DSL,Yes,No,Yes,Yes,Electronic check,72.1,3466.06,2,No
CUST-00865,Male,43,Yes,No,34,One year,DSL,Yes,No,No,Yes,Bank transfer,73.87,2470.84,3,No
CUST-00866,Male,35,No,No,40,Two year,Fiber optic,Yes,No,Yes,No,Credit card,106.45,4308.88,2,No
CUST-00867,Female,44,Yes,Yes,65,Month-to-month,Fiber optic,Yes,No,No,No,Electronic check,77.4,4947.18,1,No
CUST-00868,Male,36,No,No,7,Month-to-month,Fiber optic,Yes,No,No,No,Bank transfer,95.82,647.79,3,Yes
CUST-00869,Female,57,Yes,No,1,Month-to-month,DSL,No,Yes,Yes,Yes,Credit card,66.97,66.97,3,No
CUST-00870,Male,59,Yes,No,13,One year,None,Yes,No,No,No,Mailed check,46.23,601.58,3,Yes
CUST-00871,Male,43,No,No,3,Month-to-month,Fiber optic,Yes,Yes,No,No,Credit card,101.1,275.83,3,No
CUST-00872,Female,35,Yes,No,40,One year,DSL,Yes,Yes,No,No,Electronic check,78.11,3288.24,3,No
CUST-00873,Female,27,No,Yes,21,Month-to-month,Fiber optic,Yes,No,No,Yes,Mailed check,109.3,2244.61,5,Yes
CUST-00874,Male,62,Yes,No,44,Two year,Fiber optic,Yes,Yes,No,Yes,Electronic check,108.07,4815.7,5,No
CUST-00875,Male,62,Yes,Yes,13,Month-to-month,DSL,Yes,Yes,No,Yes,Credit card,102.52,1317.34,4,No
CUST-00876,Female,42,Yes,Yes,63,Two year,DSL,Yes,No,No,No,Mailed check,75.39,4696.08,4,No
CUST-00877,Male,27,Yes,No,72,Two year,DSL,Yes,No,Yes,Yes,Credit card,94.64,6827.46,1,No
CUST-00878,Female,23,Yes,Yes,3,Month-to-month,DSL,Yes,No,No,No,Credit card,84.28,256.72,2,No
CUST-00879,Male,44,Yes,No,47,One year,None,Yes,No,No,No,Electronic check,41.72,1909.36,3,No
CUST-00880,Female,44,No,No,63,One year,Fiber optic,Yes,No,No,No,Electronic check,98.07,6489.91,3,No
CUST-00881,Male,28,No,Yes,37,One year,DSL,Yes,Yes,No,Yes,Mailed check,93.93,3444.46,5,No
CUST-00882,Female,20,Yes,No,23,Month-to-month,DSL,Yes,Yes,Yes,No,Bank transfer,102.03,2227.54,1,No
CUST-00883,Female,67,Yes,No,7,Month-to-month,Fiber optic,Yes,Yes,No,No,Credit card,98.27,637.34,4,No
CUST-00884,Male,71,No,No,4,Month-to-month,DSL,Yes,No,Yes,No,Credit card,67.69,268.73,3,Yes
CUST-00885,Female,53,No,Yes,68,Two year,Fiber optic,Yes,No,No,Yes,Credit card,103.16,6924.6,6,No
CUST-00886,Female,31,No,No,68,Two year,None,Yes,No,No,No,Mailed check,37.2,2451.84,0,No
CUST-00887,Female,56,Yes,No,39,Month-to-month,None,Yes,No,No,No,Electronic check,40.42,1444.58,3,Yes
CUST-00888,Male,32,Yes,No,57,Month-to-month,DSL,No,Yes,No,Yes,Credit card,62.42,3420.78,2,No
CUST-00889,Male,40,Yes,Yes,8,Month-to-month,None,Yes,No,No,No,Bank transfer,43.89,348.59,1,No
CUST-00890,Male,48,No,No,1,Month-to-month,DSL,Yes,Yes,Yes,Yes,Credit card,96.8,96.8,3,No
CUST-00891,Female,25,No,No,5,Month-to-month,DSL,Yes,Yes,Yes,No,Bank transfer,78.85,437.41,5,Yes
CUST-00892,Female,46,No,No,16,Month-to-month,DSL,Yes,Yes,No,No,Electronic check,88.22,1321.8,3,Yes
CUST-00893,Female,61,Yes,Yes,10,Month-to-month,Fiber optic,Yes,No,No,No,Bank transfer,95.0,913.72,3,No
CUST-00894,Female,52,Yes,No,1,Month-to-month,DSL,Yes,No,Yes,Yes,Bank transfer,82.55,82.55,2,Yes
CUST-00895,Male,56,Yes,No,1,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Electronic check,116.66,119.61,4,Yes
CUST-00896,Female,46,Yes,No,13,One year,Fiber optic,Yes,No,Yes,Yes,Mailed check,110.16,1578.46,5,Yes
CUST-00897,Male,30,Yes,Yes,58,Month-to-month,DSL,Yes,No,No,No,Electronic check,78.09,4643.28,2,No
CUST-00898,Female,62,Yes,No,61,Two year,DSL,Yes,No,No,Yes,Bank transfer,73.24,4386.63,4,No
CUST-00899,Female,49,Yes,Yes,3,Month-to-month,DSL,No,Yes,No,No,Credit card,58.42,170.54,2,No
CUST-00900,Female,38,No,No,29,One year,None,Yes,No,No,No,Electronic check,44.59,1285.01,3,No
CUST-00901,Female,38,Yes,No,31,One year,Fiber optic,Yes,Yes,No,Yes,Credit card,115.52,3475.3,4,No
CUST-00902,Female,36,Yes,No,54,Month-to-month,DSL,Yes,No,No,No,Bank transfer,82.21,4425.72,2,No
CUST-00903,Male,65,Yes,No,46,Two year,DSL,No,Yes,No,No,Bank transfer,57.84,2721.36,1,No
CUST-00904,Male,44,No,No,31,One year,DSL,Yes,Yes,Yes,No,Electronic check,91.08,2950.65,1,No
CUST-00905,Female,42,No,No,57,One year,None,Yes,No,No,No,Credit card,42.41,2416.93,1,No
CUST-00906,Female,34,No,Yes,6,Month-to-month,DSL,Yes,No,No,Yes,Credit card,83.78,515.45,4,No
CUST-00907,Female,36,Yes,No,16,Month-to-month,DSL,Yes,No,No,Yes,Credit card,86.57,1463.38,3,No
CUST-00908,Female,18,Yes,No,43,Two year,DSL,Yes,Yes,Yes,No,Bank transfer,82.63,3572.04,3,No
CUST-00909,Male,53,Yes,No,1,Month-to-month,Fiber optic,Yes,No,Yes,No,Mailed check,96.82,96.82,3,No
CUST-00910,Male,56,No,No,45,Month-to-month,Fiber optic,Yes,No,Yes,No,Electronic check,106.92,5180.7,7,Yes
CUST-00911,Male,66,Yes,No,16,Month-to-month,Fiber optic,Yes,No,No,No,Electronic check,86.08,1315.77,2,Yes
CUST-00912,Female,43,No,No,59,Two year,None,Yes,No,No,No,Mailed check,40.95,2377.3,4,Yes
CUST-00913,Male,47,No,No,22,One year,None,Yes,No,No,No,Mailed check,39.22,829.24,0,No
CUST-00914,Male,43,No,No,15,Month-to-month,None,Yes,No,No,No,Electronic check,46.83,734.65,0,No
CUST-00915,Female,42,Yes,No,38,Month-to-month,DSL,No,Yes,No,No,Credit card,56.12,2231.2,0,No
CUST-00916,Male,42,Yes,No,5,Month-to-month,DSL,Yes,No,No,Yes,Electronic check,92.08,488.13,1,No
CUST-00917,Male,39,No,No,34,Two year,None,Yes,No,No,No,Credit card,36.23,1170.92,5,No
CUST-00918,Male,60,Yes,No,72,Two year,None,Yes,No,No,No,Electronic check,31.79,2205.92,3,No
CUST-00919,Male,38,No,Yes,37,One year,Fiber optic,Yes,No,No,Yes,Credit card,109.61,4092.92,5,No
CUST-00920,Male,31,Yes,Yes,5,Month-to-month,Fiber optic,Yes,No,No,Yes,Bank transfer,101.69,473.88,2,Yes
CUST-00921,Male,43,No,No,9,One year,None,Yes,No,No,No,Credit card,40.75,366.65,3,No
CUST-00922,Female,32,No,Yes,8,One year,None,Yes,No,No,No,Mailed check,39.04,319.41,2,No
CUST-00923,Female,29,Yes,Yes,17,Month-to-month,None,Yes,No,No,No,Electronic check,42.07,670.1,2,Yes
CUST-00924,Male,22,No,No,20,One year,Fiber optic,Yes,No,No,No,Mailed check,93.28,1966.13,5,Yes
CUST-00925,Female,27,No,No,19,Month-to-month,None,Yes,No,No,No,Electronic check,45.66,877.65,2,No
CUST-00926,Male,31,Yes,No,72,Two year,Fiber optic,Yes,No,No,No,Bank transfer,94.4,7035.07,1,No
CUST-00927,Male,31,Yes,No,47,Month-to-month,DSL,Yes,No,No,Yes,Mailed check,77.84,3669.97,2,No
CUST-00928,Male,69,No,No,72,Two year,Fiber optic,Yes,No,Yes,No,Electronic check,99.37,6798.27,7,No
CUST-00929,Female,43,Yes,No,63,Two year,DSL,Yes,No,No,Yes,Electronic check,78.56,4773.17,2,No
CUST-00930,Female,56,No,No,41,Month-to-month,DSL,Yes,Yes,Yes,No,Electronic check,92.73,3830.23,2,No
CUST-00931,Female,22,Yes,No,30,One year,Fiber optic,Yes,Yes,No,No,Electronic check,115.95,3447.26,4,No
CUST-00932,Male,43,Yes,No,12,Month-to-month,DSL,No,No,No,Yes,Credit card,71.48,896.09,2,No
CUST-00933,Female,29,Yes,No,26,Month-to-month,DSL,Yes,No,No,No,Credit card,72.64,1933.9,2,Yes
CUST-00934,Female,62,Yes,No,4,Month-to-month,DSL,No,Yes,Yes,Yes,Credit card,75.16,269.27,1,Yes
CUST-00935,Female,41,Yes,No,40,One year,None,Yes,No,No,No,Credit card,39.45,1659.37,0,No
CUST-00936,Male,34,No,No,35,Month-to-month,DSL,Yes,Yes,No,No,Bank transfer,81.64,3052.67,1,No
CUST-00937,Female,49,No,No,1,Month-to-month,Fiber optic,Yes,No,No,No,Electronic check,91.14,91.14,3,Yes
CUST-00938,Male,50,Yes,No,17,One year,None,Yes,No,No,No,Mailed check,42.39,747.24,3,No
CUST-00939,Male,36,Yes,No,15,Month-to-month,None,Yes,No,No,No,Bank transfer,40.73,604.23,2,No
CUST-00940,Female,34,Yes,No,54,Two year,DSL,Yes,No,No,No,Credit card,55.69,3078.37,5,No
CUST-00941,Male,40,Yes,No,32,One year,None,Yes,No,No,No,Mailed check,39.6,1364.54,4,No
CUST-00942,Male,33,No,No,1,Month-to-month,DSL,Yes,No,No,No,Electronic check,65.13,67.95,2,Yes
CUST-00943,Female,58,Yes,Yes,22,Month-to-month,DSL,Yes,Yes,No,No,Bank transfer,73.26,1766.36,2,No
CUST-00944,Female,18,Yes,Yes,5,Month-to-month,Fiber optic,Yes,No,No,Yes,Mailed check,112.87,548.14,4,Yes
CUST-00945,Female,24,Yes,Yes,2,Month-to-month,Fiber optic,Yes,No,Yes,No,Electronic check,115.68,224.88,4,Yes
CUST-00946,Male,53,Yes,No,70,Month-to-month,DSL,Yes,Yes,No,No,Credit card,79.26,5029.73,0,No
CUST-00947,Female,18,Yes,No,8,Month-to-month,DSL,No,No,No,Yes,Electronic check,65.32,532.65,2,Yes
CUST-00948,Male,54,Yes,No,46,Two year,Fiber optic,Yes,No,No,No,Mailed check,95.86,4828.65,1,No
CUST-00949,Female,50,No,No,1,Month-to-month,Fiber optic,Yes,No,No,No,Mailed check,104.19,104.19,2,Yes
CUST-00950,Male,40,No,No,53,Two year,Fiber optic,Yes,No,Yes,Yes,Bank transfer,118.81,6510.59,3,No
CUST-00951,Male,30,No,Yes,1,Month-to-month,Fiber optic,Yes,Yes,No,No,Bank transfer,84.96,86.33,5,Yes
CUST-00952,Female,78,Yes,No,9,Month-to-month,Fiber optic,Yes,No,No,No,Bank transfer,94.64,883.99,3,Yes
CUST-00953,Male,45,No,Yes,36,One year,DSL,Yes,No,No,No,Electronic check,74.05,2473.53,0,No
CUST-00954,Female,71,No,No,47,Two year,DSL,Yes,Yes,No,No,Mailed check,74.0,3254.44,1,No
CUST-00955,Male,56,No,No,37,Month-to-month,Fiber optic,Yes,No,No,No,Electronic check,99.09,3491.76,1,No
CUST-00956,Male,49,No,No,2,Month-to-month,DSL,Yes,Yes,No,No,Bank transfer,69.29,144.32,2,No
CUST-00957,Female,43,No,No,49,Two year,Fiber optic,Yes,Yes,No,Yes,Credit card,120.58,5900.06,3,Yes
CUST-00958,Male,28,No,No,1,Month-to-month,DSL,No,No,No,No,Credit card,40.58,44.75,4,Yes
CUST-00959,Female,57,Yes,Yes,35,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Electronic check,117.2,4281.05,1,No
CUST-00960,Male,18,No,No,28,One year,Fiber optic,Yes,No,No,No,Electronic check,104.64,3077.8,1,No
CUST-00961,Male,43,No,No,7,Month-to-month,None,No,No,No,No,Mailed check,18.0,126.58,1,Yes
CUST-00962,Female,73,No,No,16,Month-to-month,Fiber optic,Yes,No,No,No,Electronic check,107.49,1670.86,4,Yes
CUST-00963,Male,54,Yes,No,26,Month-to-month,None,Yes,No,No,No,Electronic check,38.04,1005.41,1,No
CUST-00964,Male,38,Yes,Yes,29,One year,DSL,Yes,No,No,No,Credit card,86.67,2265.24,1,Yes
CUST-00965,Female,36,Yes,Yes,36,Two year,DSL,No,No,Yes,Yes,Bank transfer,76.51,2518.28,1,No
CUST-00966,Male,25,No,No,28,One year,Fiber optic,Yes,No,No,No,Credit card,86.34,2313.29,3,No
CUST-00967,Female,36,No,No,72,Two year,DSL,Yes,Yes,Yes,No,Mailed check,90.18,6446.93,1,No
CUST-00968,Male,42,No,No,38,Two year,None,Yes,No,No,No,Electronic check,37.02,1333.97,2,No
CUST-00969,Male,59,Yes,No,10,Month-to-month,DSL,Yes,Yes,No,No,Bank transfer,86.9,840.42,3,No
CUST-00970,Male,18,Yes,Yes,27,Month-to-month,DSL,Yes,Yes,No,Yes,Mailed check,82.7,2211.59,1,No
CUST-00971,Male,20,Yes,No,52,Two year,DSL,Yes,No,Yes,No,Credit card,78.84,4216.02,3,No
CUST-00972,Male,31,No,No,23,Month-to-month,DSL,Yes,Yes,No,No,Electronic check,79.33,1951.33,1,No
CUST-00973,Female,45,Yes,Yes,37,One year,Fiber optic,Yes,No,No,No,Bank transfer,102.73,3853.33,4,No
CUST-00974,Male,72,Yes,Yes,16,Month-to-month,None,Yes,No,No,No,Electronic check,33.29,563.72,2,No
CUST-00975,Male,37,No,Yes,6,Month-to-month,DSL,Yes,No,Yes,No,Bank transfer,74.23,446.01,0,No
CUST-00976,Female,52,No,No,17,Month-to-month,DSL,Yes,Yes,No,No,Bank transfer,79.69,1414.18,1,No
